minuto,time,tipo,jogador,assist,placar_momento,descricao,Resultado,Data,IdJogo
72,Internacional,18,Vitão,,,Vitão is substituted off,3-2,"Sun, 01-Dec-24",Flamengo x Internacional
72,Internacional,19,Clayton,,,Clayton is substituted on,3-2,"Sun, 01-Dec-24",Flamengo x Internacional
72,Internacional,18,Fernando,,,Fernando is substituted off,3-2,"Sun, 01-Dec-24",Flamengo x Internacional
72,Internacional,19,Bruno Henrique,,,Bruno Henrique is substituted on,3-2,"Sun, 01-Dec-24",Flamengo x Internacional
75,Flamengo,18,Nicolás de la Cruz,,,Nicolás de la Cruz is substituted off,3-2,"Sun, 01-Dec-24",Flamengo x Internacional
75,Flamengo,19,Carlos Alcaraz,,,Carlos Alcaraz is substituted on,3-2,"Sun, 01-Dec-24",Flamengo x Internacional
80,Internacional,18,Wesley,,,Wesley is substituted off,3-2,"Sun, 01-Dec-24",Flamengo x Internacional
80,Internacional,19,Wanderson,,,Wanderson is substituted on,3-2,"Sun, 01-Dec-24",Flamengo x Internacional
82,Flamengo,18,Léo Pereira,,,Léo Pereira is substituted off,3-2,"Sun, 01-Dec-24",Flamengo x Internacional
82,Flamengo,19,Fabrício Bruno,,,Fabrício Bruno is substituted on,3-2,"Sun, 01-Dec-24",Flamengo x Internacional
88,Flamengo,18,Bruno Henrique,,,Bruno Henrique is substituted off,3-2,"Sun, 01-Dec-24",Flamengo x Internacional
88,Flamengo,19,Gabriel Barbosa,,,Gabriel Barbosa is substituted on,3-2,"Sun, 01-Dec-24",Flamengo x Internacional
89,Flamengo,18,Gonzalo Plata,,,Gonzalo Plata is substituted off,3-2,"Sun, 01-Dec-24",Flamengo x Internacional
89,Flamengo,19,Guillermo Varela,,,Guillermo Varela is substituted on,3-2,"Sun, 01-Dec-24",Flamengo x Internacional
36,Gremio,1,João Pedro,,,"João Pedro assists a goal (Key pass, Open play)",2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
36,Gremio,16,Franco Cristaldo,João Pedro,1-0,"GOAL! Franco Cristaldo scores , Assisted by João Pedro (Low to the left, 18-yard box, Right footed, Open play)",2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
46,Gremio,16,Ruan Tressoldi,,2-0,"Ruan Tressoldi scores an OWN GOAL!  (Low to the centre, 6-yard box, Right footed, Open play)",2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
62,Sao Paulo,18,Rafinha,,,Rafinha is substituted off,2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
62,Sao Paulo,19,Patryck,,,Patryck is substituted on,2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
62,Sao Paulo,18,Ferreira,,,Ferreira is substituted off,2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
62,Sao Paulo,19,Wellington Rato,,,Wellington Rato is substituted on,2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
64,Sao Paulo,16,Luiz Gustavo,,2-1,"GOAL! Luiz Gustavo scores  (High to the left, Out of box, Right footed, From corner)",2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
65,Gremio,18,Franco Cristaldo,,,Franco Cristaldo is substituted off,2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
65,Gremio,19,Miguel Monsalve,,,Miguel Monsalve is substituted on,2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
72,Sao Paulo,17,Wellington Rato,,,Wellington Rato recieves a yellow card,2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
75,Sao Paulo,18,Alisson,,,Alisson is substituted off,2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
75,Sao Paulo,19,Damián Bobadilla,,,Damián Bobadilla is substituted on,2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
75,Sao Paulo,18,André Silva,,,André Silva is substituted off,2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
75,Sao Paulo,19,William,,,William is substituted on,2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
76,Gremio,18,Dodi,,,Dodi is substituted off,2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
76,Gremio,19,Pepê,,,Pepê is substituted on,2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
76,Gremio,18,Alexander Aravena,,,Alexander Aravena is substituted off,2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
76,Gremio,19,Edenílson,,,Edenílson is substituted on,2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
88,Gremio,18,João Pedro,,,João Pedro is substituted off,2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
88,Gremio,19,Igor,,,Igor is substituted on,2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
88,Gremio,18,Yeferson Soteldo,,,Yeferson Soteldo is substituted off,2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
88,Gremio,19,Cristian Pavón,,,Cristian Pavón is substituted on,2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
90+4,Gremio,17,Cristian Pavón,,,Cristian Pavón recieves a yellow card,2-1,"Sun, 01-Dec-24",Gremio x Sao Paulo
6,Red Bull Bragantino,61,Jhon Jhon,,,Jhon Jhon is caught offside,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
6,Red Bull Bragantino,16,Eduardo Sasha,,1-0,"GOAL! Eduardo Sasha scores , Assisted by Jhon Jhon (Standing, Low to the right, 18-yard box, Right footed, Open play)",1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
31,Cruzeiro,17,Álvaro Barreal,,,Álvaro Barreal recieves a yellow card,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
45+6,Red Bull Bragantino,17,Lucas Evangelista,,,Lucas Evangelista recieves a yellow card,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
46,Cruzeiro,18,Álvaro Barreal,,,Álvaro Barreal is substituted off,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
46,Cruzeiro,19,Ramiro,,,Ramiro is substituted on,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
63,Red Bull Bragantino,18,Eduardo Sasha,,,Eduardo Sasha is substituted off,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
63,Red Bull Bragantino,19,Arthur Sousa,,,Arthur Sousa is substituted on,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
63,Red Bull Bragantino,18,Vinicinho,,,Vinicinho is substituted off,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
63,Red Bull Bragantino,19,Henry Mosquera,,,Henry Mosquera is substituted on,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
64,Red Bull Bragantino,18,Pedro Henrique,,,Pedro Henrique is substituted off,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
64,Red Bull Bragantino,19,Douglas Mendes,,,Douglas Mendes is substituted on,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
69,Cruzeiro,17,Lucas Romero,,,Lucas Romero recieves a yellow card,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
71,Cruzeiro,18,Lautaro Díaz,,,Lautaro Díaz is substituted off,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
71,Cruzeiro,19,Tevis Gabriel,,,Tevis Gabriel is substituted on,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
72,Red Bull Bragantino,18,Matheus Fernandes,,,Matheus Fernandes is substituted off,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
72,Red Bull Bragantino,19,Jadsom,,,Jadsom is substituted on,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
78,Red Bull Bragantino,17,Cleiton,,,Cleiton recieves a yellow card,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
82,Red Bull Bragantino,18,Vitinho,,,Vitinho is substituted off,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
82,Red Bull Bragantino,19,Luan Cândido,,,Luan Cândido is substituted on,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
82,Cruzeiro,18,Mateus Vital,,,Mateus Vital is substituted off,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
82,Cruzeiro,19,Kenji,,,Kenji is substituted on,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
85,Cruzeiro,16,Ramiro,,1-1,"GOAL! Ramiro scores  (Standing, Low to the centre, 18-yard box, Big Chance, Right footed, Open play)",1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
90+3,Cruzeiro,18,Lucas Silva,,,Lucas Silva is substituted off,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
90+3,Cruzeiro,19,Jonathan,,,Jonathan is substituted on,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
90+3,Cruzeiro,18,Matheus Pereira,,,Matheus Pereira is substituted off,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
90+3,Cruzeiro,19,Zé Ivaldo,,,Zé Ivaldo is substituted on,1-1,"Sun, 01-Dec-24",Red Bull Bragantino x Cruzeiro
2,Athletico Paranaense,13,Thiago Heleno,,,"Thiago Heleno misses attempt (To the left, 18-yard box, Key pass, Head, Set piece)",1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
2,Athletico Paranaense,16,Lucas Belezi,,1-0,"GOAL! Lucas Belezi scores , Assisted by Thiago Heleno (High to the left, 6-yard box, Big Chance, Right footed, Set piece)",1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
42,Athletico Paranaense,17,Christian,,,Christian recieves a yellow card,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
43,Athletico Paranaense,17,Léo Linck,,,Léo Linck recieves a red card,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
45+2,Fluminense,17,Lima,,,Lima recieves a yellow card,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
58,Fluminense,18,Martinelli,,,Martinelli is substituted off,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
58,Fluminense,19,Ganso,,,Ganso is substituted on,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
58,Fluminense,18,Kauã Elias,,,Kauã Elias is substituted off,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
58,Fluminense,19,Germán Cano,,,Germán Cano is substituted on,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
64,Fluminense,1,Ganso,,,"Ganso assists a goal (Key pass, Open play)",1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
65,Fluminense,16,Jhon Arias,,1-1,"GOAL! Jhon Arias scores , Assisted by Ganso (High to the right, 18-yard box, Right footed, Open play)",1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
67,Athletico Paranaense,18,Christian,,,Christian is substituted off,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
67,Athletico Paranaense,19,Agustín Canobbio,,,Agustín Canobbio is substituted on,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
71,Athletico Paranaense,18,Nikão,,,Nikão is substituted off,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
71,Athletico Paranaense,19,Erick,,,Erick is substituted on,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
71,Athletico Paranaense,18,Pablo,,,Pablo is substituted off,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
71,Athletico Paranaense,19,Emersonn,,,Emersonn is substituted on,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
79,Fluminense,18,Samuel Xavier,,,Samuel Xavier is substituted off,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
79,Fluminense,19,Guga,,,Guga is substituted on,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
81,Athletico Paranaense,18,Gabriel,,,Gabriel is substituted off,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
81,Athletico Paranaense,19,João Cruz,,,João Cruz is substituted on,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
89,Fluminense,18,Kevin Serna,,,Kevin Serna is substituted off,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
89,Fluminense,19,Nonato,,,Nonato is substituted on,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
89,Fluminense,18,Lima,,,Lima is substituted off,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
89,Fluminense,19,Gabriel Fuentes,,,Gabriel Fuentes is substituted on,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
90+2,Fluminense,17,Germán Cano,,,Germán Cano recieves a yellow card,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
90+3,Fluminense,17,Ganso,,,Ganso recieves a red card,1-1,"Sun, 01-Dec-24",Athletico Paranaense x Fluminense
5,Vitoria,18,Matheuzinho,,,Matheuzinho is substituted off,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
5,Vitoria,19,Gustavo Silva,,,Gustavo Silva is substituted on,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
9,Vitoria,1,Gustavo Silva,,,"Gustavo Silva assists a goal (Key pass, Open play)",2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
9,Vitoria,16,Alerrandro,Gustavo Silva,1-0,"GOAL! Alerrandro scores , Assisted by Gustavo Silva (Low to the centre, 6-yard box, Big Chance, Right footed, Open play)",2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
12,Vitoria,17,Wagner Leonardo,,,Wagner Leonardo recieves a yellow card,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
21,Fortaleza,17,Titi,,,Titi recieves a yellow card,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
37,Vitoria,16,Alerrandro,,2-0,"GOAL! Alerrandro scores  (Low to the centre, 18-yard box, Big Chance, Right footed, Open play)",2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
46,Fortaleza,18,Hércules,,,Hércules is substituted off,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
46,Fortaleza,19,Calebe,,,Calebe is substituted on,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
51,Vitoria,17,Gustavo Silva,,,Gustavo Silva recieves a yellow card,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
57,Fortaleza,17,Marinho,,,Marinho recieves a yellow card,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
59,Vitoria,17,Lucas Esteves,,,Lucas Esteves recieves a yellow card,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
70,Vitoria,18,Janderson,,,Janderson is substituted off,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
70,Vitoria,19,Everaldo,,,Everaldo is substituted on,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
71,Fortaleza,18,Tomás Pochettino,,,Tomás Pochettino is substituted off,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
71,Fortaleza,19,Emmanuel Martínez,,,Emmanuel Martínez is substituted on,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
71,Fortaleza,18,Juan Lucero,,,Juan Lucero is substituted off,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
71,Fortaleza,19,Kervin Andrade,,,Kervin Andrade is substituted on,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
74,Vitoria,18,Gustavo Silva,,,Gustavo Silva is substituted off,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
74,Vitoria,19,Zé Hugo,,,Zé Hugo is substituted on,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
74,Vitoria,18,Ricardo Ryller,,,Ricardo Ryller is substituted off,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
74,Vitoria,19,Filipe Machado,,,Filipe Machado is substituted on,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
80,Fortaleza,18,Felipe Jonatan,,,Felipe Jonatan is substituted off,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
80,Fortaleza,19,Yago Pikachu,,,Yago Pikachu is substituted on,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
80,Fortaleza,18,Breno Lopes,,,Breno Lopes is substituted off,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
80,Fortaleza,19,Moisés,,,Moisés is substituted on,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
88,Vitoria,17,Zé Hugo,,,Zé Hugo recieves a yellow card,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
89,Fortaleza,17,Emmanuel Martínez,,,Emmanuel Martínez recieves a yellow card,2-0,"Sun, 01-Dec-24",Vitoria x Fortaleza
11,Corinthians,16,Memphis Depay,,1-0,"GOAL! Memphis Depay scores  (High to the right, 18-yard box, Right footed, Open play)",2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
16,Corinthians,1,André Ramalho,,,"André Ramalho assists a goal (Key pass, Fast break)",2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
16,Corinthians,16,Yuri Alberto,André Ramalho,2-0,"GOAL! Yuri Alberto scores , Assisted by André Ramalho (High to the right, 18-yard box, Right footed, Fast break)",2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
34,Cruzeiro,1,Mateus Vital,,,"Mateus Vital assists a goal (Key pass, Open play)",2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
34,Cruzeiro,16,Kaiki,Mateus Vital,2-1,"GOAL! Kaiki scores , Assisted by Mateus Vital (High to the right, Out of box, Left footed, Open play)",2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
41,Corinthians,17,André Ramalho,,,André Ramalho recieves a yellow card,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
45,Cruzeiro,17,Kaiki,,,Kaiki recieves a yellow card,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
45+3,Cruzeiro,17,Lucas Silva,,,Lucas Silva recieves a yellow card,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
46,Corinthians,18,Yuri Alberto,,,Yuri Alberto is substituted off,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
46,Corinthians,19,Talles Magno,,,Talles Magno is substituted on,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
51,Cruzeiro,17,Ramiro,,,Ramiro recieves a yellow card,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
53,Cruzeiro,18,Mateus Vital,,,Mateus Vital is substituted off,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
53,Cruzeiro,19,Japa,,,Japa is substituted on,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
59,Corinthians,18,Raniele,,,Raniele is substituted off,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
59,Corinthians,19,Alex Santana,,,Alex Santana is substituted on,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
60,Corinthians,18,Breno Bidon,,,Breno Bidon is substituted off,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
60,Corinthians,19,Igor Coronado,,,Igor Coronado is substituted on,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
60,Corinthians,17,André Carrillo,,,André Carrillo recieves a yellow card,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
64,Cruzeiro,18,Álvaro Barreal,,,Álvaro Barreal is substituted off,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
64,Cruzeiro,19,Matheus Henrique,,,Matheus Henrique is substituted on,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
64,Cruzeiro,18,Fabrizio Peralta,,,Fabrizio Peralta is substituted off,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
64,Cruzeiro,19,Walace,,,Walace is substituted on,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
68,Corinthians,18,André Carrillo,,,André Carrillo is substituted off,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
68,Corinthians,19,Charles,,,Charles is substituted on,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
73,Cruzeiro,18,Lucas Silva,,,Lucas Silva is substituted off,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
73,Cruzeiro,19,Lucas Romero,,,Lucas Romero is substituted on,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
73,Cruzeiro,18,Wesley Gasolina,,,Wesley Gasolina is substituted off,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
73,Cruzeiro,19,Kenji,,,Kenji is substituted on,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
90+1,Corinthians,17,Memphis Depay,,,Memphis Depay recieves a yellow card,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
90+3,Corinthians,18,Memphis Depay,,,Memphis Depay is substituted off,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
90+3,Corinthians,19,Pedro Raúl,,,Pedro Raúl is substituted on,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
90+5,Cruzeiro,17,,,, recieves a yellow card,2-1,"Wed, 20-Nov-24",Corinthians x Cruzeiro
15,Red Bull Bragantino,1,Jhon Jhon,,,"Jhon Jhon assists a goal (Key pass, Open play)",1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
16,Red Bull Bragantino,16,Eduardo Sasha,,1-0,"GOAL! Eduardo Sasha scores , Assisted by Jhon Jhon (Low to the centre, 18-yard box, Big Chance, Right footed, Open play)",1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
25,Sao Paulo,1,Luiz Gustavo,,,"Luiz Gustavo assists a goal (Long Ball, Off the ground, Key pass, Open play)",1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
25,Sao Paulo,16,Lucas Moura,Luiz Gustavo,1-1,"GOAL! Lucas Moura scores , Assisted by Luiz Gustavo (Low to the left, 6-yard box, Big Chance, Right footed, Open play)",1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
41,Red Bull Bragantino,17,Matheus Fernandes,,,Matheus Fernandes recieves a yellow card,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
44,Red Bull Bragantino,17,Eduardo Santos,,,Eduardo Santos recieves a yellow card,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
50,Sao Paulo,17,Sabino,,,Sabino recieves a yellow card,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
57,Red Bull Bragantino,18,Jhon Jhon,,,Jhon Jhon is substituted off,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
57,Red Bull Bragantino,19,Henry Mosquera,,,Henry Mosquera is substituted on,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
57,Red Bull Bragantino,18,Matheus Fernandes,,,Matheus Fernandes is substituted off,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
57,Red Bull Bragantino,19,Jadsom,,,Jadsom is substituted on,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
60,Sao Paulo,18,Marcos Antônio,,,Marcos Antônio is substituted off,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
60,Sao Paulo,19,Alisson,,,Alisson is substituted on,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
61,Sao Paulo,18,Sabino,,,Sabino is substituted off,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
61,Sao Paulo,19,Patryck,,,Patryck is substituted on,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
62,Red Bull Bragantino,17,Andrés Hurtado,,,Andrés Hurtado recieves a yellow card,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
66,Sao Paulo,17,Alisson,,,Alisson recieves a yellow card,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
70,Red Bull Bragantino,18,Lincoln,,,Lincoln is substituted off,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
70,Red Bull Bragantino,19,Gustavinho,,,Gustavinho is substituted on,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
71,Sao Paulo,18,Ferreira,,,Ferreira is substituted off,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
71,Sao Paulo,19,Rodrigo Nestor,,,Rodrigo Nestor is substituted on,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
82,Sao Paulo,18,André Silva,,,André Silva is substituted off,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
82,Sao Paulo,19,Erick,,,Erick is substituted on,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
83,Red Bull Bragantino,18,Eduardo Sasha,,,Eduardo Sasha is substituted off,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
83,Red Bull Bragantino,19,Arthur Sousa,,,Arthur Sousa is substituted on,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
83,Red Bull Bragantino,18,Lucas Evangelista,,,Lucas Evangelista is substituted off,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
83,Red Bull Bragantino,19,Raul,,,Raul is substituted on,1-1,"Wed, 20-Nov-24",Red Bull Bragantino x Sao Paulo
16,Atletico GO,17,Adriano Martins,,,Adriano Martins recieves a yellow card,2-0,"Wed, 20-Nov-24",Athletico Paranaense x Atletico GO
36,Atletico GO,17,Shaylon,,,Shaylon recieves a yellow card,2-0,"Wed, 20-Nov-24",Athletico Paranaense x Atletico GO
41,Athletico Paranaense,17,Leonardo Godoy,,,Leonardo Godoy recieves a yellow card,2-0,"Wed, 20-Nov-24",Athletico Paranaense x Atletico GO
